CountryCode,democracy_fh,log_gdp,year,worldincome,YearOrder
30,.83333331,7.7047572,1975,4.6935802,4
30,.83333331,8.1413975,1980,4.727293,5
30,.83333331,8.3226728,1985,4.7565918,6
30,1,8.598033,1990,4.7908921,7
30,.83333331,8.6808739,1995,4.8064799,8
30,.83333331,,2000,4.8310218,9
31,.64999998,7.6859288,1960,4.9726009,1
31,.34,7.6615481,1965,5.0269852,2
31,0,7.7142682,1970,5.0896831,3
31,0,7.5449772,1975,5.1219831,4
31,0,7.493813,1980,5.1545162,5
31,0,7.3500462,1985,5.1756229,6
31,.1666667,7.231359,1990,5.2061291,7
31,.66666669,6.9971571,1995,5.2151418,8
31,.66666669,,2000,5.2606988,9
32,1,9.2058477,1955,12.04696,0
32,1,9.2479753,1960,12.09084,1
32,1,9.4290018,1965,12.20606,2
32,1,9.5540686,1970,12.28817,3
32,1,9.7193508,1975,12.35727,4
32,1,9.8513756,1980,12.44847,5
32,1,9.937892,1985,12.50787,6
32,1,10.01457,1990,12.58116,7
32,1,10.04093,1995,12.63411,8
32,1,10.20005,2000,12.72554,9
33,.99000001,9.4465561,1955,15.15216,0
33,1,9.6143541,1960,15.24599,1
33,1,9.7818136,1965,15.40102,2
33,1,9.9335737,1970,15.69862,3
33,1,9.9234438,1975,15.78507,4
33,1,10.01333,1980,15.88246,5
33,1,10.05375,1985,15.94128,6
33,1,10.17087,1990,16.03274,7
33,1,10.1079,1995,16.08604,8
33,1,10.18164,2000,16.174311,9
34,.81999999,8.1697845,1955,9.7540398,0
34,1,8.256587,1960,9.8166647,1
34,.97000003,8.3186646,1965,9.9272909,2
34,1,8.475132,1970,10.05292,3
34,0,8.3361015,1975,10.12527,4
34,.1666667,8.5963602,1980,10.20113,5
34,.1666667,8.514451,1985,10.24082,6
34,.83333331,8.7238464,1990,10.30127,7
34,.83333331,9.0464067,1995,10.35107,8
34,.83333331,9.2028656,2000,10.40528,9
35,,6.4312358,1955,4.546741,0
35,.23,6.5243969,1960,4.5386348,1
35,.16,6.6431851,1965,4.5977688,2
35,0,6.7029181,1970,4.6681752,3
35,0,6.8107319,1975,4.7032752,4
35,.1666667,6.9742379,1980,4.7375188,5
35,.1666667,7.2959299,1985,4.7624078,6
35,0,7.48804,1990,4.7949271,7
35,0,7.9438248,1995,4.8130422,8
35,0,8.2287903,2000,4.8607469,9
36,.43000001,7.3950591,1960,13.091,1
36,.41,7.5179119,1965,13.21842,2
36,.1666667,7.779274,1970,13.3898,3
36,.1666667,7.9122901,1975,13.46768,4
36,.1666667,7.8348842,1980,13.55925,5
36,.1666667,7.7506781,1985,13.60854,6
36,.1666667,7.6607919,1990,13.69462,7
36,.1666667,7.5642929,1995,13.73502,8
36,.1666667,7.5332508,2000,13.81883,9
37,.73000002,7.4265618,1960,8.7716799,1
37,.56,7.4367399,1965,8.8633184,2
37,.1666667,7.3652768,1970,8.9681473,3
37,.1666667,7.5500822,1975,9.0207767,4
37,.1666667,7.6620822,1980,9.0807095,5
37,.1666667,7.9354939,1985,9.1132269,6
37,.1666667,7.725914,1990,9.17173,7
37,0,7.5254469,1995,9.1983662,8
37,0,7.62151,2000,9.2553225,9
38,.70999998,6.2001381,1960,18.78574,1
38,.46000001,6.6808648,1965,18.977921,2
38,0,6.8340702,1970,19.1502,3
38,.33333331,7.0890198,1975,19.268141,4
38,0,7.354609,1980,19.40081,5
38,0,7.6807871,1985,19.47571,6
38,.1666667,7.6461558,1990,19.59276,7
38,.5,7.473289,1995,19.64905,8
38,.1666667,7.5000448,2000,19.809071,9
39,,7.82476,1955,5.2041898,0
39,.69999999,7.8359799,1960,5.2359629,1
39,.70999998,7.917769,1965,5.293221,2
39,.83333331,8.0581274,1970,5.3483009,3
39,.83333331,8.2200918,1975,5.3796778,4
39,.83333331,8.3690853,1980,5.4160619,5
39,.83333331,8.377017,1985,5.4367361,6
39,.66666669,8.5040035,1990,5.4666171,7
39,.5,8.6088381,1995,5.4890461,8
39,.5,8.5910864,2000,5.5203009,9
40,.33333331,7.773191,1975,12.08567,4
40,.5,7.63765,1980,12.1692,5
40,.1666667,7.723227,1985,12.21679,6
40,.33333331,7.6760511,1990,12.30142,7
40,.5,7.417264,1995,12.33185,8
40,.1666667,7.363977,2000,12.39616,9
41,.33333331,7.0708852,1975,10.45331,4
41,.1666667,7.5714679,1980,10.53287,5
41,.1666667,7.8356042,1985,10.55752,6
41,.33333331,7.9768209,1990,10.63875,7
41,1,8.0633049,1995,10.66794,8
41,1,8.3008041,2000,10.76009,9
42,.89999998,8.0815277,1955,15.6918,0
42,.91000003,8.1535749,1960,15.79762,1
42,.89999998,8.2228966,1965,15.96878,2
42,1,8.3383102,1970,16.13903,3
42,1,8.4834728,1975,16.241039,4
42,1,8.5976028,1980,16.355181,5
42,1,8.4431028,1985,16.41922,6
42,1,8.5033636,1990,16.50095,7
42,1,8.5818415,1995,16.568199,8
42,1,8.6776218,2000,16.669069,9
43,.1666667,8.8400831,1985,2.3532159,6
43,0,8.8051395,1990,2.3641429,7
43,0,8.5343618,1995,2.376754,8
43,0,,2000,2.38908,9
44,.86000001,7.997364,1960,19.09001,1
44,.87,8.2906914,1965,19.298059,2
44,.83333331,8.5706615,1970,19.5665,3
44,.5,8.4152622,1975,19.695589,4
44,.66666669,8.9575663,1980,19.821489,5
44,1,9.1662302,1985,19.908979,6
44,1,9.4656467,1990,19.92452,7
44,1,9.6842499,1995,20.00099,8
44,1,,2000,20.126631,9
47,,9.7545891,1985,10.07088,6
47,1,9.8813753,1990,10.13305,7
47,1,9.9536982,1995,10.16383,8
47,1,10.03695,2000,10.22772,9
51,.83333331,8.126091,1980,25.04813,5
51,.83333331,8.4710121,1985,25.169649,6
51,.83333331,8.6764717,1990,25.36204,7
51,1,8.7894869,1995,25.460159,8
51,1,8.9063444,2000,25.652651,9
52,1,9.0715256,1955,12.61169,0
52,1,9.3045654,1960,12.68515,1
52,1,9.5322781,1965,12.80868,2
52,1,9.6826925,1970,13.06474,3
52,1,9.7175369,1975,13.13615,4
52,1,9.8145113,1980,13.209,5
52,1,9.9136448,1985,13.25956,6
52,1,9.9899044,1990,13.33607,7
52,1,10.07164,1995,13.37883,8
52,1,10.18898,2000,13.45445,9
53,.23999999,7.2030411,1955,11.04927,0
53,.20999999,7.4352212,1960,11.11551,1
53,.38999999,7.4471402,1965,11.2342,2
53,.66666669,7.6097612,1970,11.31346,3
53,.5,7.8548861,1975,11.37359,4
53,.83333331,7.9782748,1980,11.45476,5
53,1,8.036067,1985,11.50194,6
53,.83333331,8.0582495,1990,11.56685,7
53,.5,8.2214413,1995,11.615,8
53,.83333331,8.5698156,2000,11.69313,9
54,.27000001,8.1041708,1965,10.40586,2
54,.1666667,8.1412554,1970,10.52309,3
54,0,8.2065306,1975,10.5873,4
54,.1666667,8.4691162,1980,10.65545,5
54,.1666667,8.6120844,1985,10.69246,6
54,.5,8.5101957,1990,10.75708,7
54,.1666667,8.4375401,1995,10.78691,8
54,.1666667,8.4960842,2000,10.84932,9
55,.73000002,7.5282741,1955,8.9259109,0
55,.83999997,7.6027188,1960,8.9820547,1
55,.44999999,7.6529789,1965,9.0763102,2
55,0,7.7370572,1970,9.1565218,3
55,0,8.1606722,1975,9.2159252,4
55,.83333331,8.3526869,1980,9.2879333,5
55,.83333331,8.2763844,1985,9.3305893,6
55,.83333331,8.2358866,1990,9.3860416,7
55,.83333331,8.2642708,1995,9.4313087,8
55,.66666669,8.1512356,2000,9.4883785,9
56,.28999999,7.1826658,1955,8.110486,0
56,.37,7.2982311,1960,8.1240711,1
56,.38999999,7.4715009,1965,8.2112236,2
56,.1666667,7.5855789,1970,8.3171997,3
56,.1666667,7.4329801,1975,8.3719597,4
56,.33333331,7.7931428,1980,8.4207745,5
56,.5,7.9259658,1985,8.464839,6
56,.33333331,8.0846252,1990,8.5095558,7
56,.1666667,8.1900377,1995,8.5369768,8
56,.1666667,8.339016,2000,8.5890846,9
58,.1,8.266325,1955,6.8101792,0
58,.11,8.4417448,1960,6.8215952,1
58,.1,8.8505983,1965,6.8898659,2
58,.33333331,9.1133604,1970,6.9969888,3
58,.33333331,9.3234901,1975,7.037663,4
58,.83333331,9.3502073,1980,7.0856919,5
58,1,9.3734827,1985,7.1116228,6
58,1,9.5803299,1990,7.1513791,7
58,1,9.6995544,1995,7.1747599,8
58,1,9.8007278,2000,7.2267308,9
60,.5,6.2693949,1995,4.8454218,8
60,.33333331,6.4529791,2000,4.8717699,9
61,.23999999,6.259007,1955,4.578249,0
61,.31,6.2667189,1960,4.6102209,1
61,.13,6.3510938,1965,4.6583691,2
61,.33333331,6.4094648,1970,4.720396,3
61,0,6.438396,1975,4.7476082,4
61,0,6.463727,1980,4.778975,5
61,0,6.2291379,1985,4.7997069,6
61,0,6.3523159,1990,4.8303332,7
63,1,8.7737265,1955,9.4764204,0
63,.97000003,8.9214687,1960,9.5368252,1
63,.97000003,9.1287193,1965,9.6307726,2
63,.83333331,9.3423996,1970,9.7992725,3
63,.83333331,9.5414371,1975,9.8513861,4
63,.83333331,9.6517763,1980,9.9033775,5
63,.83333331,9.7634811,1985,9.9410105,6
63,1,9.9169197,1990,9.9966602,7
63,1,9.8410301,1995,10.02871,8
63,1,10.07711,2000,10.08422,9
64,.83333331,8.141119,1970,14.93572,3
64,.83333331,8.3100138,1975,15.04285,4
64,.83333331,8.4338398,1980,15.13136,5
64,.83333331,8.3735409,1985,15.22515,6
64,.1666667,8.47295,1990,15.32953,7
64,.5,8.5622253,1995,15.42412,8
64,.1666667,,2000,15.59192,9
65,.99000001,8.7581348,1955,8.1184015,0
65,.89999998,8.9650183,1960,8.100029,1
65,.91000003,9.1921883,1965,8.1762915,2
65,1,9.4202862,1970,8.3480854,3
65,1,9.5459261,1975,8.394865,4
65,1,9.6938391,1980,8.4499741,5
65,1,9.7550478,1985,8.4825783,6
65,1,9.9046526,1990,8.5315962,7
65,1,9.909256,1995,8.5611229,8
65,1,10.01493,2000,8.6125011,9
66,.63,8.0152664,1960,17.1826,1
66,.44999999,8.6007719,1965,17.368839,2
66,.1666667,8.8330564,1970,17.549879,3
66,.1666667,8.9559164,1975,17.66571,4
66,.1666667,9.1115084,1980,17.7873,5
66,.1666667,8.8619862,1985,17.857071,6
66,.5,9.1112165,1990,17.967871,7
66,.33333331,9.0953331,1995,18.02384,8
66,.33333331,9.0362129,2000,18.124929,9
67,1,9.0687561,1955,9.8198566,0
67,.99000001,9.1772108,1960,9.865674,1
67,.99000001,9.2949724,1965,9.9694815,2
67,1,9.3996954,1970,10.14634,3
67,1,9.4853182,1975,10.2095,4
67,1,9.569088,1980,10.27464,5
67,1,9.6671171,1985,10.31777,6
67,1,9.8159037,1990,10.38231,7
67,1,9.8838654,1995,10.421,8
67,1,10.00738,2000,10.49974,9
70,.56999999,6.764173,1960,5.3258572,1
70,.23999999,6.712244,1965,5.3745508,2
70,.1666667,7.156179,1970,5.446445,3
70,0,7.0787611,1975,5.4750161,4
70,.83333331,7.0934401,1980,5.5090461,5
70,0,7.028491,1985,5.5319362,6
70,.1666667,7.0743241,1990,5.5672669,7
70,.5,7.1492081,1995,5.5850048,8
70,.83333331,7.2084541,2000,5.613564,9
71,,7.9216819,1960,7.9970779,1
71,.37,7.9440341,1965,8.0799189,2
71,0,7.7328839,1970,8.1746035,3
71,0,7.7882361,1975,8.2292929,4
71,0,7.8626199,1980,8.2837858,5
71,0,7.728806,1985,8.3210812,6
71,.1666667,7.7976999,1990,8.369175,7
71,.1666667,7.8738551,1995,8.3970118,8
71,.1666667,7.9482179,2000,8.4468002,9
72,,6.9761291,1965,19.52704,2
72,.83333331,7.0144501,1970,19.79067,3
72,.83333331,7.1207371,1975,19.904169,4
72,.83333331,7.1441531,1980,20.02932,5
72,.66666669,7.2349658,1985,20.130911,6
72,.83333331,7.1312242,1990,20.27503,7
72,0,6.9701352,1995,20.371731,8
72,0,7.1040788,2000,20.48571,9
73,.1666667,6.414782,1975,10.56218,4
73,.1666667,6.103621,1980,10.63865,5
73,.1666667,6.2946091,1985,10.68672,6
73,.1666667,6.47857,1990,10.77188,7
73,.66666669,6.662519,1995,10.80868,8
73,.5,6.5335379,2000,10.87722,9
74,.1666667,8.2316732,1970,33.301319,3
74,.1666667,8.2853174,1975,33.556049,4
74,0,7.6890841,1980,33.735409,5
74,0,7.4494939,1985,33.85355,6
74,0,7.2575631,1990,34.08123,7
74,0,7.0431108,1995,34.213242,8
74,0,8.1897945,2000,34.374409,9
75,.82999998,8.0789862,1955,8.6105089,0
75,.88,8.334816,1960,8.6354647,1
75,.82999998,8.7203798,1965,8.7124929,2
75,.1666667,9.0408449,1970,8.8948946,3
75,.83333331,9.2499294,1975,8.944602,4
75,.83333331,9.3804855,1980,9.0035801,5
75,.83333331,9.3496742,1985,9.0432615,6
75,1,9.3901272,1990,9.0931654,7
75,1,9.4312639,1995,9.1152754,8
75,1,9.5897379,2000,9.1752195,9
76,.33333331,8.0120173,1980,15.51641,5
76,.83333331,8.2177935,1985,15.57823,6
76,.83333331,8.4613781,1990,15.64792,7
76,1,8.4964418,1995,15.70536,8
76,1,8.7287989,2000,15.84293,9
77,.5,7.638525,1955,7.551465,0
77,.69999999,7.7596421,1960,7.605792,1
77,.40000001,7.8454118,1965,7.690609,2
77,.83333331,8.0034475,1970,7.7781382,3
77,.5,8.142745,1975,7.8295641,4
77,.33333331,8.3082838,1980,7.882411,5
77,.5,8.1823339,1985,7.910192,6
77,.66666669,8.1880779,1990,7.9506578,7
77,.5,8.2352962,1995,7.988688,8
77,.66666669,8.2723665,2000,8.0385675,9
78,.83333331,7.7963772,1970,27.79199,3
78,.5,7.8661938,1975,27.94865,4
78,.5,7.9455209,1980,28.07011,5
78,.33333331,7.709775,1985,28.17943,6
78,.33333331,7.6445508,1990,28.31238,7
78,.83333331,7.8781781,1995,28.40789,8
78,.83333331,,2000,28.602501,9
79,.16,7.333015,1955,12.37044,0
79,.69999999,7.4385362,1960,12.45422,1
79,.5,7.4883132,1965,12.58742,2
79,0,7.528791,1970,12.70504,3
79,.1666667,7.593008,1975,12.78116,4
79,.5,7.7318411,1980,12.86977,5
79,.83333331,7.7255549,1985,12.92263,6
79,.83333331,7.7072358,1990,12.9921,7
79,.66666669,7.626646,1995,13.04463,8
79,.66666669,7.6255579,2000,13.12324,9
81,0,6.8348932,1970,12.3174,3
81,.1666667,6.8265362,1975,12.38762,4
81,.1666667,7.0132751,1980,12.48091,5
81,0,6.8749981,1985,12.54079,6
81,.5,6.7637811,1990,12.61041,7
81,.33333331,7.2889071,1995,12.6611,8
81,.1666667,,2000,12.74375,9
82,.1666667,8.5889025,1970,10.92673,3
82,.1666667,8.8457785,1975,10.99575,4
82,.1666667,9.0114222,1980,11.03718,5
82,.33333331,9.1220865,1985,11.0877,6
82,.83333331,9.1697922,1990,11.13131,7
82,1,9.0640345,1995,11.14329,8
82,1,9.2533255,2000,11.20901,9
83,.2,6.8416972,1960,9.9556866,1
83,.1,6.7977018,1965,10.09814,2
83,.33333331,6.9915409,1970,10.27011,3
83,.33333331,7.2566829,1975,10.35634,4
83,.33333331,7.5473199,1980,10.44707,5
83,.33333331,7.7308989,1985,10.51251,6
83,.1666667,7.955369,1990,10.60163,7
83,0,8.2009764,1995,10.65424,8
83,.66666669,8.2003708,2000,10.84847,9
84,.98000002,6.652637,1955,2.5121911,0
84,.94,6.74189,1960,2.5067911,1
84,.91000003,6.831872,1965,2.535125,2
84,.83333331,6.9783692,1970,2.5721071,3
84,.83333331,6.9975619,1975,2.589623,4
84,.83333331,7.0550818,1980,2.607197,5
84,.83333331,7.2219882,1985,2.6221931,6
84,.83333331,7.4235468,1990,2.639436,7
84,.5,7.5903368,1995,2.6515579,8
84,.83333331,7.815578,2000,2.676295,9
85,1,8.4714165,1955,23.36507,0
85,.94999999,8.5440483,1960,23.481119,1
85,.97000003,8.6994534,1965,23.670349,2
85,1,8.8900995,1970,23.88656,3
85,1,9.045475,1975,23.99855,4
85,1,9.2065773,1980,24.116289,5
85,1,9.2956715,1985,24.20772,6
85,1,9.5580139,1990,24.35216,7
85,1,9.7565079,1995,24.429239,8
85,1,10.18039,2000,24.56856,9
86,.28999999,7.4593792,1955,3.7900319,0
86,.34999999,7.8892002,1960,3.7776361,1
86,.44999999,8.1415386,1965,3.8247459,2
86,.33333331,8.5612173,1970,3.8931701,3
86,.1666667,8.5220728,1975,3.9241641,4
86,.33333331,8.3011847,1980,3.947238,5
86,.33333331,8.3973913,1985,3.9722581,6
86,.1666667,8.26404,1990,3.999588,7
86,.1666667,8.519805,1995,4.014843,8
86,.1666667,8.6986132,2000,4.0424581,9
88,1,8.9662209,1955,12.73338,0
88,1,9.0143118,1960,12.82248,1
88,1,9.2750158,1965,12.94652,2
88,1,9.2988348,1970,13.11962,3
88,1,9.5647078,1975,13.18866,4
88,1,9.8084488,1980,13.2618,5
88,1,9.857358,1985,13.31112,6
88,1,9.9547234,1990,13.38934,7
88,1,9.9276361,1995,13.4305,8
88,1,10.11767,2000,13.52113,9
89,1,8.4251604,1955,11.85338,0
89,.94999999,8.6200447,1960,11.9097,1
89,.97000003,8.8987293,1965,12.02682,2
89,.83333331,9.0867529,1970,12.14624,3
89,.83333331,9.305582,1975,12.21068,4
89,.83333331,9.3436298,1980,12.29227,5
89,.83333331,9.3924952,1985,12.34421,6
89,.83333331,9.5197973,1990,12.41709,7
89,1,9.6899004,1995,12.45818,8
89,1,9.7382374,2000,12.53776,9
90,.99000001,8.588603,1955,8.5048161,0
90,.97000003,8.8377323,1960,8.5258608,1
90,.97000003,9.0490494,1965,8.6103077,2
90,1,9.3320017,1970,8.7782288,3
90,1,9.4353371,1975,8.8280859,4
90,1,9.6314163,1980,8.8831329,5
90,1,9.7043343,1985,8.9186888,6
90,1,9.8682632,1990,8.9673052,7
90,1,9.9180136,1995,8.9938059,8
90,1,9.9887571,2000,9.0502234,9
91,.89999998,8.0827045,1965,17.89164,2
91,1,8.2601175,1970,18.026911,3
91,1,8.2845707,1975,18.12767,4
91,.83333331,8.146678,1980,18.19429,5
91,.83333331,8.1002378,1985,18.27269,6
91,.83333331,8.3188448,1990,18.3717,7
91,.83333331,8.2443991,1995,18.447809,8
91,.83333331,8.2140846,2000,18.588619,9
92,.43000001,7.1778851,1955,20.127371,0
92,.31999999,7.734221,1960,20.12899,1
92,.31,7.9198518,1965,20.328291,2
92,.1666667,7.7089772,1970,20.57263,3
92,.1666667,7.7653608,1975,20.71925,4
92,.1666667,8.3068571,1980,20.851471,5
92,.33333331,8.4008551,1985,21.00198,6
92,.33333331,8.1488075,1990,21.0949,7
92,.5,8.2309017,1995,21.211229,8
92,.5,8.267375,2000,21.35689,9
93,.99000001,8.0587454,1955,5.0487261,0
93,.99000001,8.4216805,1960,5.029243,1
93,1,8.830431,1965,5.0785751,2
93,.83333331,9.3478012,1970,5.1339021,3
93,.83333331,9.4852276,1975,5.1732759,4
93,1,9.6562233,1980,5.2170091,5
93,1,9.7837467,1985,5.2502971,6
93,1,10.00876,1990,5.287868,7
93,1,10.05485,1995,5.3235922,8
93,1,10.11356,2000,5.3802691,9
95,.57999998,6.7416492,1965,10.22377,2
95,.33333331,6.710691,1970,10.40437,3
95,.33333331,7.0369549,1975,10.46493,4
95,.33333331,7.1216602,1980,10.5252,5
95,.1666667,7.04774,1985,10.58329,6
95,.1666667,7.197484,1990,10.65672,7
95,0,7.1334238,1995,10.70179,8
95,.1666667,7.1263809,2000,10.79068,9
99,1,8.7565355,1985,18.53303,6
99,1,8.9706869,1990,18.643049,7
99,1,9.2864647,1995,18.71233,8
99,1,9.5226641,2000,18.839849,9
101,.64999998,7.2852831,1955,14.92297,0
101,.51999998,7.3100429,1960,14.96493,1
101,.52999997,7.497014,1965,15.14197,2
101,.33333331,7.9067612,1970,15.32419,3
101,.33333331,8.2042751,1975,15.42806,4
101,.33333331,8.4742498,1980,15.54914,5
101,.5,8.7900991,1985,15.63246,6
101,.83333331,9.2055683,1990,15.74063,7
101,.83333331,9.5142574,1995,15.80907,8
101,.83333331,9.672554,2000,15.9349,9
107,.83333331,8.082571,1980,16.08074,5
107,1,8.1521568,1985,16.15255,6
107,1,8.6377716,1990,16.259991,7
107,1,8.7517118,1995,16.315161,8
107,1,8.7531195,2000,16.432581,9
109,1,7.178453,1955,14.60695,0
109,.94,7.1952348,1960,14.51335,1
109,.86000001,7.2336059,1965,14.68642,2
109,.83333331,7.3508,1970,14.91477,3
109,.83333331,7.4138598,1975,15.02652,4
109,.83333331,7.4897108,1980,15.1441,5
109,.66666669,7.7237911,1985,15.24784,6
109,.5,7.8300529,1990,15.36345,7
109,.5,8.0280132,1995,15.46046,8
109,.66666669,8.1016302,2000,15.66551,9
110,0,6.783237,1970,2.0581579,3
110,.33333331,6.9599552,1975,2.069942,4
110,.33333331,7.213881,1980,2.0829861,5
110,.33333331,7.179348,1985,2.0911911,6
110,.1666667,7.2220578,1990,2.105552,7
110,.5,7.2072449,1995,2.112638,8
110,.5,7.37254,2000,2.1223929,9
114,.41,7.1763458,1960,10.15074,1
114,.31999999,7.5852051,1965,10.25615,2
114,.33333331,7.7233472,1970,10.38558,3
114,.33333331,7.8363938,1975,10.45547,4
114,.5,8.0044804,1980,10.51488,5
114,.5,8.0518179,1985,10.55787,6
114,.5,8.1748371,1990,10.62373,7
114,.33333331,8.1405582,1995,10.65357,8
114,.33333331,8.2205915,2000,10.71172,9
116,.92000002,7.122519,1960,5.669538,1
116,.82999998,7.0299439,1965,5.733016,2
116,.33333331,7.149919,1970,5.8055692,3
116,.33333331,7.0746522,1975,5.8431621,4
116,.1666667,6.9909821,1980,5.8855171,5
116,.33333331,6.8630052,1985,5.9119601,6
116,.5,6.8039112,1990,5.9536738,7
116,.83333331,6.708395,1995,5.9740701,8
116,.83333331,6.7284951,2000,6.0137992,9
118,,8.1543055,1955,6.2075109,0
118,.80000001,8.2891235,1960,6.2397661,1
118,.75,8.469162,1965,6.302207,2
118,.33333331,8.6164923,1970,6.346499,3
118,.5,8.7742262,1975,6.3847251,4
118,.66666669,8.9430828,1980,6.4307728,5
118,.5,8.9455032,1985,6.458859,6
118,.5,8.9002485,1990,6.496407,7
118,.5,8.8783541,1995,6.523386,8
118,.83333331,9.0782185,2000,6.567544,9
120,.52999997,6.8902211,1960,7.2489119,1
120,.37,6.6578021,1965,7.3234119,2
120,0,6.66431,1970,7.4610848,3
120,0,6.7407122,1975,7.516511,4
120,0,6.8505659,1980,7.5634999,5
120,0,6.7557921,1985,7.5963569,6
120,.1666667,6.6263142,1990,7.640924,7
120,.83333331,6.6991301,1995,7.6641188,8
120,.83333331,6.876678,2000,7.70611,9
125,.1666667,7.4604378,1975,7.4539571,4
125,0,7.0290489,1980,7.5202632,5
125,.1666667,6.6545992,1985,7.5610852,6
125,.1666667,6.830688,1990,7.6209922,7
125,.66666669,6.6882749,1995,7.6621132,8
125,.66666669,6.9441209,2000,7.7314758,9
126,.67000002,6.9517822,1960,17.059999,1
126,.58999997,7.4387951,1965,17.263281,2
126,.1666667,7.5396399,1970,17.50379,3
126,.1666667,7.4903579,1975,17.62322,4
126,0,7.5451622,1980,17.737499,5
126,0,7.313798,1985,17.81785,6
